,Unnamed: 0,timestamp,longitude,latitude,phone_brand_en,gender,age_segment,location,neigbourhood_numbers
0,0,2018-05-15 00:00:00,-79.48539,43.65797,Xylocopa,M,100-120,Runnymede-Bloor West Village,89
1,1,2018-05-15 00:00:00,-79.48539,43.65797,Xylocopa,M,100-120,Runnymede-Bloor West Village,89
2,2,2018-05-20 00:00:00,-79.31995,43.68951,Xylocopa,F,120-140,Danforth East York,59
3,3,2018-05-20 00:00:00,-79.31995,43.68951,Xylocopa,F,120-140,Danforth East York,59
4,4,2018-05-23 00:00:00,-79.50723,43.63919,Xylocopa,F,100-120,Stonegate-Queensway,16
5,5,2018-05-23 00:00:00,-79.50723,43.63919,Xylocopa,M,100-120,Stonegate-Queensway,16
6,6,2018-05-19 00:00:00,-79.50723,43.63919,Xylocopa,M,100-120,Stonegate-Queensway,16
7,7,2018-08-31 00:00:00,-79.41351999999999,43.71835,Xylocopa,F,160+,Lawrence Park South,103
8,8,2018-07-20 00:00:00,-79.41351999999999,43.71835,Xylocopa,F,160+,Lawrence Park South,103
9,9,2018-07-20 00:00:00,-79.41351999999999,43.71835,Xylocopa,F,160+,Lawrence Park South,103
10,10,2018-05-27 00:00:00,-79.41866,43.66111,Xylocopa,F,100-120,Palmerston-Little Italy,80
11,11,2018-05-27 00:00:00,-79.41866,43.66111,Xylocopa,M,100-120,Palmerston-Little Italy,80
12,12,2018-05-27 00:00:00,-79.41866,43.66111,Xylocopa,M,100-120,Palmerston-Little Italy,80
13,13,2018-06-29 00:00:00,-79.48689,43.65057,Xylocopa,F,100-120,Lambton Baby Point,114
